Polygonaceae_Eriogonum_tomentosum
Cyperaceae_Rhynchospora_megalocarpa
Zamiaceae_Zamia_pumila
Poaceae_Schizachyrium_sanguineum
Cistaceae_Lechea_mucronata
Cistaceae_Lechea_sessiliflora
Pinaceae_Pinus_elliottii
Juncaceae_Juncus_scirpoides
Fabaceae_Tephrosia_mohrii
Asteraceae_Hieracium_megacephalon
Fabaceae_Lespedeza_hirta
Oleaceae_Chionanthus_virginicus
Poaceae_Eragrostis_minor
Euphorbiaceae_Euphorbia_prostrata
Ericaceae_Lyonia_fruticosa
Smilacaceae_Smilax_pumila
Poaceae_Chasmanthium_laxum
Aquifoliaceae_Ilex_opaca
Cyrillaceae_Cyrilla_racemiflora
Ericaceae_Gaylussacia_dumosa
Poaceae_Melinis_repens
Santalaceae_Phoradendron_leucarpum
Orchidaceae_Habenaria_floribunda
Rosaceae_Prunus_umbellata
Fabaceae_Lupinus_diffusus
Araceae_Lemna_aequinoctialis
Gelsemiaceae_Gelsemium_sempervirens
Rosaceae_Prunus_serotina
Ericaceae_Rhododendron_simsii
Cycadaceae_Cycas_revoluta
Convolvulaceae_Dichondra_carolinensis
Plantaginaceae_Plantago_virginica
Caryophyllaceae_Arenaria_serpyllifolia
Poaceae_Sphenopholis_obtusata
Caryophyllaceae_Stellaria_media
Poaceae_Poa_annua
Ophioglossaceae_Ophioglossum_petiolatum
Pinaceae_Pinus_taeda
Papaveraceae_Corydalis_micrantha
Plantaginaceae_Veronica_arvensis
Rosaceae_Rubus_trivialis
Fabaceae_Astragalus_obcordatus
Buxaceae_Buxus_microphylla
Cyperaceae_Carex_floridana
Dennstaedtiaceae_Pteridium_aquilinum
Arecaceae_Butia_capitata
Asteraceae_Krigia_virginica
Portulacaceae_Portulaca_pilosa
Fabaceae_Medicago_lupulina
Asteraceae_Youngia_japonica
Moraceae_Ficus_pumila
Ericaceae_Lyonia_ferruginea
Poaceae_Ctenium_floridanum
Aquifoliaceae_Ilex_coriacea
Asteraceae_Gnaphalium_purpureum
Asteraceae_Soliva_sessilis
Cistaceae_Helianthemum_carolinianum
Violaceae_Viola_sororia
Asteraceae_Berlandiera_subacaulis
Ericaceae_Vaccinium_myrsinites
Euphorbiaceae_Cnidoscolus_urens_var._stimulosus
Fabaceae_Crotalaria_rotundifolia
Annonaceae_Asimina_incana
Fagaceae_Quercus_incana
Poaceae_Spartina_bakeri
Fagaceae_Quercus_myrtifolia
Arecaceae_Sabal_etonia
Asteraceae_Cirsium_horridulum
Polemoniaceae_Phlox_nivalis
Polygonaceae_Rumex_hastatulus
Cyperaceae_Fuirena_scirpoidea
Commelinaceae_Callisia_graminea
Cyperaceae_Carex_dasycarpa
Oleaceae_Osmanthus_americanus
Anacardiaceae_Toxicodendron_radicans
Vitaceae_Parthenocissus_quinquefolia
Plantaginaceae_Linaria_floridana
Rosaceae_Crataegus_michauxii
Asteraceae_Pyrrhopappus_carolinianus
Campanulaceae_Triodanis_perfoliata
Plantaginaceae_Linaria_canadensis
Poaceae_Vulpia_octoflora
Caryophyllaceae_Cerastium_glomeratum
Asteraceae_Bidens_pilosa
Rosaceae_Pyrus_communis
Rosaceae_Spiraea_japonica
Aquifoliaceae_Ilex_cornuta
Theaceae_Camellia_sasanqua
Cornaceae_Cornus_florida
Geraniaceae_Geranium_carolinianum
Theaceae_Gordonia_lasianthus
Ericaceae_Vaccinium_corymbosum
Asteraceae_Erigeron_foliosus_var._foliosus
Apocynaceae_Asclepias_humistrata
Caryophyllaceae_Silene_antirrhina
Fabaceae_Rhynchosia_tomentosa
Sapotaceae_Sideroxylon_reclinatum_subsp._rufotomentosum
Lamiaceae_Scutellaria_multiglandulosa
Apocynaceae_Amsonia_ciliata
Fabaceae_Amorpha_herbacea
Cistaceae_Lechea_minor
Poaceae_Panicum_commutatum
Apiaceae_Cyclospermum_leptophyllum
Ericaceae_Lyonia_mariana
Poaceae_Panicum_dichotomum
Poaceae_Piptochaetium_avenaceum
Ericaceae_Eubotrys_racemosa
Cyperaceae_Carex_atlantica
Araceae_Peltandra_virginica
Ericaceae_Gaylussacia_tomentosa
Solanaceae_Solanum_viarum
Adoxaceae_Viburnum_nudum
Fagaceae_Quercus_margarettiae
Annonaceae_Asimina_pygmaea
Cyperaceae_Rhynchospora_grayi
Cyperaceae_Scleria_ciliata
Acanthaceae_Dyschoriste_oblongifolia
Solanaceae_Physalis_virginiana
Asteraceae_Symphyotrichum_undulatum
Melanthiaceae_Schoenocaulon_dubium
Aquifoliaceae_Ilex_ambigua
Annonaceae_Asimina_angustifolia
Lamiaceae_Scutellaria_racemosa
Fabaceae_Vicia_tetrasperma
Bignoniaceae_Dolichandra_unguis-cati
Lamiaceae_Salvia_lyrata
Sapindaceae_Koelreuteria_elegans
Bignoniaceae_Campsis_radicans
Poaceae_Phyllostachys_aurea
Fagaceae_Castanea_mollissima
Cactaceae_Opuntia_humifusa
Asparagaceae_Yucca_aloifolia
Fabaceae_Erythrina_herbacea
Adoxaceae_Viburnum_rufidulum
Rosaceae_Prunus_caroliniana
Cyperaceae_Eleocharis_vivipara
Poaceae_Paspalum_notatum
Amaranthaceae_Gomphrena_serrata
Poaceae_Panicum_laxiflorum
Asteraceae_Hypochaeris_chillensis
Caryophyllaceae_Drymaria_cordata
Iridaceae_Sisyrinchium_rosulatum
Cyperaceae_Carex_fissa
Asteraceae_Facelis_retusa
Onagraceae_Oenothera_laciniata
Asteraceae_Gnaphalium_antillanum
Poaceae_Bromus_catharticus
Cupressaceae_Juniperus_virginiana
Asteraceae_Coreopsis_tinctoria
Urticaceae_Urtica_chamaedryoides
Platanaceae_Platanus_occidentalis
Cyperaceae_Cyperus_surinamensis
Poaceae_Cynodon_dactylon
Poaceae_Agrostis_hyemalis
Boraginaceae_Heliotropium_amplexicaule
Apiaceae_Spermolepis_divaricata
Onagraceae_Gaura_angustifolia
Smilacaceae_Smilax_auriculata
Poaceae_Eustachys_petraea
Juglandaceae_Carya_illinoinensis
Rutaceae_Zanthoxylum_clava-herculis
Poaceae_Lolium_multiflorum
Lamiaceae_Stachys_floridana
Poaceae_Axonopus_fissifolius
Apiaceae_Eryngium_baldwinii
Juncaceae_Juncus_marginatus
Rosaceae_Rubus_cuneifolius
Polygalaceae_Polygala_violacea
Apiaceae_Spermolepis_echinata
Fabaceae_Trifolium_campestre
Poaceae_Cortaderia_selloana
Cyperaceae_Carex_longii
Eriocaulaceae_Lachnocaulon_anceps
Xyridaceae_Xyris_caroliniana
Fabaceae_Galactia_mollis
Asteraceae_Lygodesmia_aphylla
Euphorbiaceae_Triadica_sebifera
Violaceae_Viola_palmata
Fabaceae_Tephrosia_florida
Caryophyllaceae_Paronychia_americana
Fabaceae_Stylosanthes_biflora
Cyperaceae_Cyperus_filiculmis
Krameriaceae_Krameria_lanceolata
Convolvulaceae_Cuscuta_pentagona
Orobanchaceae_Buchnera_americana
Passifloraceae_Piriqueta_cistoides
Poaceae_Panicum_aciculare
Asteraceae_Lactuca_graminifolia
Moraceae_Morus_rubra
Fagaceae_Quercus_laevis_x_hemisphaerica
Ranunculaceae_Clematis_reticulata
Fabaceae_Tephrosia_chrysophylla
Fabaceae_Tephrosia_virginiana
Celastraceae_Euonymus_americanus
Apocynaceae_Asclepias_tuberosa
Caryophyllaceae_Stipulicida_setacea
Commelinaceae_Tradescantia_roseolens
Fabaceae_Chapmannia_floridana
Poaceae_Cenchrus_spinifex
Fabaceae_Albizia_julibrissin
Asteraceae_Arnoglossum_floridanum
Poaceae_Paspalum_urvillei
Apocynaceae_Asclepias_tomentosa
Solanaceae_Solanum_americanum
Fabaceae_Psoralea_canescens
Acanthaceae_Ruellia_caroliniensis
Fabaceae_Rhynchosia_difformis
Melastomataceae_Rhexia_mariana
Xyridaceae_Xyris_baldwiniana
Poaceae_Panicum_hemitomon
Verbenaceae_Verbena_carnea
Fabaceae_Desmodium_floridanum
Fabaceae_Lespedeza_procumbens
Poaceae_Panicum_ovale
Cyperaceae_Rhynchospora_globularis
Fabaceae_Psoralea_lupinella
Fabaceae_Indigofera_spicata
Polemoniaceae_Phlox_drummondii
Molluginaceae_Mollugo_verticillata
Cyperaceae_Carex_elliottii
Osmundaceae_Osmunda_regalis
Phytolaccaceae_Phytolacca_americana
Fabaceae_Galactia_regularis
Psilotaceae_Psilotum_nudum
Araliaceae_Hydrocotyle_verticillata
Meliaceae_Melia_azedarach
Vitaceae_Vitis_aestivalis
Ophioglossaceae_Botrychium_biternatum
Aristolochiaceae_Aristolochia_serpentaria
Aspleniaceae_Asplenium_platyneuron
Cucurbitaceae_Melothria_pendula
Campanulaceae_Lobelia_paludosa
Fagaceae_Castanea_pumila
Poaceae_Polypogon_monspeliensis
Fabaceae_Melilotus_albus
Cyperaceae_Cyperus_compressus
Portulacaceae_Portulaca_amilis
Poaceae_Brachiaria_ramosa
Poaceae_Digitaria_bicornis
Apiaceae_Centella_asiatica
Fabaceae_Zornia_bracteata
Juncaceae_Juncus_elliottii
Hydrocharitaceae_Limnobium_spongia
Polygonaceae_Persicaria_glabra
Poaceae_Eustachys_neglecta
Rubiaceae_Cephalanthus_occidentalis
Araliaceae_Hydrocotyle_umbellata
Orchidaceae_Habenaria_repens
Nymphaeaceae_Nymphaea_odorata
Nymphaeaceae_Nuphar_advena
Typhaceae_Typha_latifolia
Cyperaceae_Cladium_chinense
Polygonaceae_Persicaria_hydropiperoides
Cyperaceae_Pycreus_polystachyos
Bignoniaceae_Bignonia_capreolata
Fabaceae_Galactia_elliottii
Poaceae_Panicum_erectifolium
Chrysobalanaceae_Licania_michauxii
Gentianaceae_Sabatia_grandiflora
Poaceae_Panicum_portoricense
Fabaceae_Indigofera_caroliniana
Hypericaceae_Hypericum_mutilum
Cyperaceae_Cyperus_haspan
Fagaceae_Quercus_laevis_x_incana
Fabaceae_Mimosa_quadrivalvis
Poaceae_Stenotaphrum_secundatum
Juglandaceae_Carya_glabra
Oxalidaceae_Oxalis_debilis
Araceae_Lemna_valdiviana
Cyperaceae_Fimbristylis_caroliniana
Mayacaceae_Mayaca_fluviatilis
Onagraceae_Ludwigia_alternifolia
Lamiaceae_Hyptis_mutabilis
Asteraceae_Rudbeckia_mollis
Amaryllidaceae_Crinum_moorei
Poaceae_Panicum_repens
Verbenaceae_Phyla_nodiflora
Cyperaceae_Bulbostylis_barbata
Asteraceae_Erigeron_vernus
Cyperaceae_Rhynchospora_pusilla
Poaceae_Panicum_strigosum
Apocynaceae_Matelea_pubiflora
Fabaceae_Centrosema_virginianum
Poaceae_Panicum_acuminatum
Davalliaceae_Nephrolepis_cordifolia
Cyperaceae_Rhynchospora_microcephala
Cyperaceae_Dulichium_arundinaceum
Rubiaceae_Galium_pilosum
Fabaceae_Galactia_erecta
Poaceae_Sorghastrum_nutans
Cabombaceae_Brasenia_schreberi
Cyperaceae_Rhynchospora_fascicularis
Eriocaulaceae_Lachnocaulon_minus
Cyperaceae_Bulbostylis_stenophylla
Smilacaceae_Smilax_walteri
Linderniaceae_Lindernia_crustacea
Cyperaceae_Scleria_reticularis
Orchidaceae_Spiranthes_tuberosa
Poaceae_Digitaria_cognata
Solanaceae_Physalis_arenicola
Anacardiaceae_Toxicodendron_pubescens
Fabaceae_Clitoria_mariana
Commelinaceae_Tradescantia_ohiensis
Ericaceae_Bejaria_racemosa
Poaceae_Echinochloa_colona
Fabaceae_Chamaecrista_fasciculata
Asteraceae_Silphium_compositum
Asteraceae_Cirsium_nuttallii
Alismataceae_Sagittaria_isoetiformis
Droseraceae_Drosera_capillaris
Poaceae_Imperata_cylindrica
Eriocaulaceae_Lachnocaulon_engleri
Asteraceae_Phoebanthus_grandiflorus
Apiaceae_Eryngium_yuccifolium
Asteraceae_Verbesina_heterophylla
Rhamnaceae_Ceanothus_microphyllus
Orchidaceae_Eulophia_ecristata
Melastomataceae_Rhexia_nashii
Fabaceae_Aeschynomene_viscidula
Apocynaceae_Asclepias_verticillata
Cleomaceae_Polanisia_tenuifolia
Hypericaceae_Hypericum_gentianoides
Cyperaceae_Fuirena_pumila
Cyperaceae_Bulbostylis_ciliatifolia
Asparagaceae_Yucca_filamentosa
Asteraceae_Boltonia_diffusa
Asteraceae_Garberia_heterophylla
Asteraceae_Hieracium_gronovii
Fabaceae_Dalea_feayi
Droseraceae_Drosera_brevifolia
Orobanchaceae_Seymeria_cassioides
Asteraceae_Helianthus_radula
Cyperaceae_Cyperus_odoratus
Poaceae_Setaria_magna
Cyperaceae_Cyperus_erythrorhizos
Melastomataceae_Rhexia_cubensis
Asteraceae_Chrysopsis_gossypina
Asteraceae_Liatris_pauciflora
Asteraceae_Sericocarpus_tortifolius
Asteraceae_Elephantopus_elatus
Asteraceae_Carphephorus_corymbosus
Onagraceae_Ludwigia_suffruticosa
Polygalaceae_Polygala_setacea
Fabaceae_Desmodium_viridiflorum
Asteraceae_Eupatorium_mohrii
Poaceae_Aristida_spiciformis
Asteraceae_Vernonia_angustifolia
Poaceae_Eragrostis_elliottii
Fabaceae_Crotalaria_lanceolata
Convolvulaceae_Ipomoea_cordatotriloba
Asteraceae_Heterotheca_subaxillaris
Anacardiaceae_Rhus_copallinum
Orobanchaceae_Seymeria_pectinata
Fabaceae_Dalea_pinnata
Fabaceae_Crotalaria_pallida
Lamiaceae_Monarda_punctata
Asteraceae_Eupatorium_album
Asteraceae_Chrysopsis_mariana
Pteridaceae_Vittaria_lineata
Lauraceae_Sassafras_albidum
Fabaceae_Crotalaria_spectabilis
Fabaceae_Indigofera_suffruticosa
Poaceae_Eremochloa_ophiuroides
Poaceae_Andropogon_floridanus
Orobanchaceae_Agalinis_setacea
Fabaceae_Desmodium_strictum
Fagaceae_Quercus_pumila
Fagaceae_Quercus_chapmanii
Asteraceae_Eupatorium_leptophyllum
Asteraceae_Palafoxia_integrifolia
Orobanchaceae_Agalinis_fasciculata
Fabaceae_Desmodium_incanum
Verbenaceae_Verbena_officinalis
Fabaceae_Desmodium_tortuosum
Euphorbiaceae_Euphorbia_hyssopifolia
Commelinaceae_Commelina_diffusa
Verbenaceae_Verbena_scabra
Lentibulariaceae_Utricularia_floridana
Lamiaceae_Salvia_azurea
Asteraceae_Solidago_arguta
Poaceae_Amphicarpum_muhlenbergianum
Cyperaceae_Cyperus_lecontei
Asteraceae_Liatris_gracilis
Lamiaceae_Trichostema_setaceum
Poaceae_Pennisetum_purpureum
Poaceae_Andropogon_ternarius
Alismataceae_Sagittaria_latifolia
Orobanchaceae_Agalinis_plukenetii
Asteraceae_Eupatorium_capillifolium
Convolvulaceae_Ipomoea_triloba
Convolvulaceae_Jacquemontia_tamnifolia
Onagraceae_Oenothera_biennis
Poaceae_Bothriochloa_pertusa
Euphorbiaceae_Euphorbia_hirta
Rubiaceae_Spermacoce_prostrata
Fabaceae_Alysicarpus_ovalifolius
Fabaceae_Kummerowia_striata
Malvaceae_Sida_glabra
Amaranthaceae_Dysphania_ambrosioides
Asteraceae_Heliopsis_buphthalmoides
Nyctaginaceae_Boerhavia_diffusa
Fabaceae_Trifolium_repens
Convolvulaceae_Ipomoea_hederifolia
Verbenaceae_Lantana_camara
Asteraceae_Calyptocarpus_vialis
Asteraceae_Pectis_prostrata
Euphorbiaceae_Euphorbia_heterophylla
Cucurbitaceae_Cucumis_anguria
Passifloraceae_Passiflora_edulis
Brassicaceae_Cardamine_hirsuta
